GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0051172	negative regulation of nitrogen compound...	2773	37	19.24	3.2e-05
GO:0031324	negative regulation of cellular metaboli...	3017	39	20.93	3.7e-05
GO:0043547	positive regulation of GTPase activity	317	10	2.2	7.1e-05
GO:0010558	negative regulation of macromolecule bio...	1665	25	11.55	0.00015
GO:0031327	negative regulation of cellular biosynth...	1773	26	12.3	0.00016
GO:0044706	multi-multicellular organism process	364	10	2.53	0.00022
GO:2000113	negative regulation of cellular macromol...	1614	24	11.2	0.00025
GO:0009890	negative regulation of biosynthetic proc...	1841	26	12.77	0.00029
GO:0010629	negative regulation of gene expression	2540	32	17.62	0.00040
GO:0043087	regulation of GTPase activity	416	10	2.89	0.00063
GO:0010556	regulation of macromolecule biosynthetic...	3720	41	25.81	0.00080
GO:0010605	negative regulation of macromolecule met...	3367	38	23.36	0.00087
GO:0031326	regulation of cellular biosynthetic proc...	3987	43	27.66	0.00089
GO:0009892	negative regulation of metabolic process	3694	40	25.63	0.00138
GO:2000112	regulation of cellular macromolecule bio...	3574	39	24.8	0.00141
GO:0051253	negative regulation of RNA metabolic pro...	1398	20	9.7	0.00142
GO:0009889	regulation of biosynthetic process	4111	43	28.52	0.00170
GO:0010468	regulation of gene expression	4644	47	32.22	0.00186
GO:0051252	regulation of RNA metabolic process	3278	36	22.74	0.00210
GO:0001101	response to acid chemical	586	11	4.07	0.00251
GO:1903507	negative regulation of nucleic acid-temp...	1185	17	8.22	0.00325
GO:1902679	negative regulation of RNA biosynthetic ...	1186	17	8.23	0.00327
GO:0051345	positive regulation of hydrolase activit...	890	14	6.18	0.00339
GO:0090304	nucleic acid metabolic process	5193	50	36.03	0.00375
GO:0007264	small GTPase mediated signal transductio...	619	11	4.29	0.00380
GO:0019219	regulation of nucleobase-containing comp...	3646	38	25.3	0.00392
GO:0051336	regulation of hydrolase activity	1418	19	9.84	0.00393
GO:0002253	activation of immune response	540	10	3.75	0.00432
GO:0034645	cellular macromolecule biosynthetic proc...	5237	50	36.34	0.00452
GO:0060255	regulation of macromolecule metabolic pr...	6211	57	43.09	0.00491
GO:0045934	negative regulation of nucleobase-contai...	1565	20	10.86	0.00524
GO:0009059	macromolecule biosynthetic process	5413	51	37.56	0.00538
GO:0043170	macromolecule metabolic process	9909	82	68.75	0.00565
GO:0031667	response to nutrient levels	1149	16	7.97	0.00573
GO:0044260	cellular macromolecule metabolic process	8107	70	56.25	0.00581
GO:0010467	gene expression	6268	57	43.49	0.00615
GO:0045892	negative regulation of DNA-templated tra...	1164	16	8.08	0.00647
GO:0051171	regulation of nitrogen compound metaboli...	5595	52	38.82	0.00649
GO:0050778	positive regulation of immune response	668	11	4.63	0.00668
GO:0009991	response to extracellular stimulus	1172	16	8.13	0.00689
GO:0016070	RNA metabolic process	4694	45	32.57	0.00753
GO:0010608	post-transcriptional regulation of gene ...	1079	15	7.49	0.00757
GO:0051248	negative regulation of protein metabolic...	1620	20	11.24	0.00763
GO:0048523	negative regulation of cellular process	5371	50	37.27	0.00781
GO:0002684	positive regulation of immune system pro...	879	13	6.1	0.00785
GO:1903506	regulation of nucleic acid-templated tra...	2839	30	19.7	0.00975
