go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:1990748	1	GO:1990748	0.999	6.53760200210104	3	cellular detoxification	cellular detoxification
GO:0006749	2	GO:0006749	0.999	6.4089353929735	53	glutathione metabolic process	glutathione metabolic process
GO:0098869	1	GO:1990748	0.987	6.13667713987954	76	cellular oxidant detoxification	cellular detoxification
GO:0098754	1	GO:1990748	0.98	5.60205999132796	0	detoxification	cellular detoxification
GO:0006575	3	GO:0006575	0.999	4.39794000867204	0	cellular modified amino acid metabolic process	cellular modified amino acid metabolic process
GO:0019752	4	GO:0019752	0.986	4.27572413039921	9	carboxylic acid metabolic process	carboxylic acid metabolic process
GO:0097237	1	GO:1990748	0.994	3.74472749489669	8	cellular response to toxic substance	cellular detoxification
GO:0043436	4	GO:0019752	0.984	3.58502665202918	0	oxoacid metabolic process	carboxylic acid metabolic process
GO:0006082	4	GO:0019752	0.982	3.52287874528034	7	organic acid metabolic process	carboxylic acid metabolic process
GO:2001244	5	GO:2001244	1	3.4089353929735	40	positive regulation of intrinsic apoptotic signaling pathway	positive regulation of intrinsic apoptotic signaling pathway
GO:0090502	6	GO:0090502	0.999	3.2518119729938	68	RNA phosphodiester bond hydrolysis, endonucleolytic	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0030433	7	GO:0030433	0.999	3.21467016498923	121	ubiquitin-dependent ERAD pathway	ubiquitin-dependent ERAD pathway
GO:0090501	6	GO:0090502	0.953	3.10790539730952	17	RNA phosphodiester bond hydrolysis	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0072330	4	GO:0019752	0.816	3.09691001300806	0	monocarboxylic acid biosynthetic process	carboxylic acid metabolic process
GO:0016053	4	GO:0019752	0.846	2.95467702121334	0	organic acid biosynthetic process	carboxylic acid metabolic process
GO:0046394	4	GO:0019752	0.85	2.95467702121334	0	carboxylic acid biosynthetic process	carboxylic acid metabolic process
GO:0006633	4	GO:0019752	0.792	2.93554201077308	53	fatty acid biosynthetic process	carboxylic acid metabolic process
GO:0032787	4	GO:0019752	0.93	2.86012091359876	3	monocarboxylic acid metabolic process	carboxylic acid metabolic process
GO:0043603	8	GO:0043603	0.984	2.85698519974591	1	amide metabolic process	amide metabolic process
GO:0034605	7	GO:0030433	0.471	2.83564714421556	53	cellular response to heat	ubiquitin-dependent ERAD pathway
GO:0006631	4	GO:0019752	0.886	2.82681373158773	85	fatty acid metabolic process	carboxylic acid metabolic process
GO:0006690	4	GO:0019752	0.781	2.77211329538633	11	icosanoid metabolic process	carboxylic acid metabolic process
GO:0015918	9	GO:0015918	0.998	2.66756154008439	16	sterol transport	sterol transport
GO:0006694	10	GO:0006694	0.998	2.60554831917378	29	steroid biosynthetic process	steroid biosynthetic process
GO:0090305	6	GO:0090502	0.922	2.58335949266172	78	nucleic acid phosphodiester bond hydrolysis	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0044706	11	GO:0044706	0.998	2.56703070912559	0	multi-multicellular organism process	multi-multicellular organism process
GO:0006790	12	GO:0006790	0.996	2.53461714855158	16	sulfur compound metabolic process	sulfur compound metabolic process
GO:0033559	4	GO:0019752	0.774	2.47755576649368	1	unsaturated fatty acid metabolic process	carboxylic acid metabolic process
GO:0031668	13	GO:0031668	0.998	2.47366072261016	18	cellular response to extracellular stimulus	cellular response to extracellular stimulus
GO:0046546	14	GO:0046546	0.999	2.45967052520913	1	development of primary male sexual characteristics	development of primary male sexual characteristics
GO:0008584	14	GO:0046546	0.998	2.45967052520913	106	male gonad development	development of primary male sexual characteristics
GO:0031669	13	GO:0031668	0.989	2.40120949323688	30	cellular response to nutrient levels	cellular response to extracellular stimulus
GO:0032091	15	GO:0032091	0.999	2.29843201494407	78	negative regulation of protein binding	negative regulation of protein binding
GO:0006518	8	GO:0043603	0.954	2.28903688100472	14	peptide metabolic process	amide metabolic process
GO:1901568	10	GO:0006694	0.536	2.26921772433361	0	fatty acid derivative metabolic process	steroid biosynthetic process
GO:0036503	7	GO:0030433	0.96	2.24260397120698	24	ERAD pathway	ubiquitin-dependent ERAD pathway
GO:0051881	16	GO:0051881	0.999	2.24184537803261	33	regulation of mitochondrial membrane potential	regulation of mitochondrial membrane potential
GO:0042446	16	GO:0051881	0.424	2.20134935455473	13	hormone biosynthetic process	regulation of mitochondrial membrane potential
GO:0006720	10	GO:0006694	0.571	2.18575240426808	3	isoprenoid metabolic process	steroid biosynthetic process
GO:0008610	10	GO:0006694	0.849	2.11125903931711	17	lipid biosynthetic process	steroid biosynthetic process
GO:0007565	11	GO:0044706	0.985	2.10237290870956	80	female pregnancy	multi-multicellular organism process
GO:0071496	13	GO:0031668	0.981	2.00700490156866	0	cellular response to external stimulus	cellular response to extracellular stimulus
