go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:0140013	1	GO:0140013	0.998	8.85387196432176	4	meiotic nuclear division	meiotic nuclear division
GO:0045132	1	GO:0140013	0.942	7.56863623584101	4	meiotic chromosome segregation	meiotic nuclear division
GO:0051321	1	GO:0140013	0.965	7.30980391997149	68	meiotic cell cycle	meiotic nuclear division
GO:1903046	1	GO:0140013	0.983	6.76955107862173	0	meiotic cell cycle process	meiotic nuclear division
GO:0032502	2	GO:0032502	0.84	6.61978875828839	18	developmental process	developmental process
GO:0048856	2	GO:0032502	0.813	6.44369749923271	49	anatomical structure development	developmental process
GO:0010564	3	GO:0010564	0.992	5.85387196432176	15	regulation of cell cycle process	regulation of cell cycle process
GO:0022402	3	GO:0010564	0.891	5.76955107862173	0	cell cycle process	regulation of cell cycle process
GO:0051276	4	GO:0051276	0.991	5.50863830616573	24	chromosome organization	chromosome organization
GO:0098813	3	GO:0010564	0.765	5.39794000867204	2	nuclear chromosome segregation	regulation of cell cycle process
GO:0032501	5	GO:0032501	0.805	5.36653154442041	0	multicellular organismal process	multicellular organismal process
GO:0006260	6	GO:0006260	0.997	5.2839966563652	101	DNA replication	DNA replication
GO:0007275	2	GO:0032502	0.754	5.27572413039921	79	multicellular organism development	developmental process
GO:0022414	1	GO:0140013	0.777	5.19382002601611	4	reproductive process	meiotic nuclear division
GO:0000003	1	GO:0140013	0.777	5.18045606445813	2	reproduction	meiotic nuclear division
GO:0000281	3	GO:0010564	0.655	5.10237290870956	75	mitotic cytokinesis	regulation of cell cycle process
GO:0007059	3	GO:0010564	0.785	5.08618614761628	89	chromosome segregation	regulation of cell cycle process
GO:0006261	6	GO:0006260	0.955	5.08092190762393	32	DNA-templated DNA replication	DNA replication
GO:0007052	3	GO:0010564	0.68	4.95860731484177	62	mitotic spindle organization	regulation of cell cycle process
GO:0000280	4	GO:0051276	0.559	4.92081875395237	0	nuclear division	chromosome organization
GO:0051726	3	GO:0010564	0.943	4.88605664769316	250	regulation of cell cycle	regulation of cell cycle process
GO:1903047	3	GO:0010564	0.826	4.85387196432176	0	mitotic cell cycle process	regulation of cell cycle process
GO:0007127	1	GO:0140013	0.964	4.67778070526608	7	meiosis I	meiotic nuclear division
GO:0071840	7	GO:0071840	0.892	4.61978875828839	0	cellular component organization or biogenesis	cellular component organization or biogenesis
GO:0006310	6	GO:0006260	0.679	4.44369749923271	54	DNA recombination	DNA replication
GO:0000278	3	GO:0010564	0.765	4.21467016498923	149	mitotic cell cycle	regulation of cell cycle process
GO:0007049	3	GO:0010564	0.841	4.20760831050175	283	cell cycle	regulation of cell cycle process
GO:0048731	2	GO:0032502	0.715	4.10237290870956	2	system development	developmental process
GO:0016043	7	GO:0071840	0.886	4.10237290870956	0	cellular component organization	cellular component organization or biogenesis
GO:0000086	3	GO:0010564	0.683	4.09151498112135	54	G2/M transition of mitotic cell cycle	regulation of cell cycle process
