GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0051239	regulation of multicellular organismal p...	5218	52	31.12	1.8e-05
GO:0008283	cell population proliferation	3078	36	18.36	2.8e-05
GO:0008284	positive regulation of cell population p...	1230	20	7.34	3.6e-05
GO:0042127	regulation of cell population proliferat...	2366	30	14.11	3.7e-05
GO:2000026	regulation of multicellular organismal d...	3686	38	21.99	0.00025
GO:0045664	regulation of neuron differentiation	1554	21	9.27	0.00031
GO:0050767	regulation of neurogenesis	1806	23	10.77	0.00036
GO:0040011	locomotion	3480	36	20.76	0.00036
GO:0120035	regulation of plasma membrane bounded ce...	1513	20	9.02	0.00058
GO:0009605	response to external stimulus	4727	44	28.19	0.00065
GO:0031344	regulation of cell projection organizati...	1532	20	9.14	0.00068
GO:0051960	regulation of nervous system development	2142	25	12.78	0.00070
GO:0050673	epithelial cell proliferation	584	11	3.48	0.00073
GO:0098657	import into cell	1319	18	7.87	0.00078
GO:0032101	regulation of response to external stimu...	1462	19	8.72	0.00099
GO:0010975	regulation of neuron projection developm...	1259	17	7.51	0.00124
GO:0040017	positive regulation of locomotion	934	14	5.57	0.00131
GO:0051240	positive regulation of multicellular org...	3031	31	18.08	0.00133
GO:0044057	regulation of system process	1045	15	6.23	0.00135
GO:0051049	regulation of transport	2907	30	17.34	0.00141
GO:0060284	regulation of cell development	2389	26	14.25	0.00151
GO:0007399	nervous system development	4782	43	28.52	0.00165
GO:0048646	anatomical structure formation involved ...	2431	26	14.5	0.00194
GO:0031175	neuron projection development	2432	26	14.51	0.00195
GO:0050793	regulation of developmental process	4525	41	26.99	0.00195
GO:0006650	glycerophospholipid metabolic process	568	10	3.39	0.00211
GO:0042060	wound healing	990	14	5.9	0.00226
GO:0042391	regulation of membrane potential	674	11	4.02	0.00230
GO:0006644	phospholipid metabolic process	779	12	4.65	0.00235
GO:0009653	anatomical structure morphogenesis	5373	46	32.05	0.00297
GO:0030335	positive regulation of cell migration	697	11	4.16	0.00298
GO:0048870	cell motility	2513	26	14.99	0.00309
GO:0072359	circulatory system development	1744	20	10.4	0.00321
GO:0009611	response to wounding	1379	17	8.23	0.00325
GO:0010959	regulation of metal ion transport	604	10	3.6	0.00328
GO:2000147	positive regulation of cell motility	708	11	4.22	0.00335
GO:0043269	regulation of monoatomic ion transport	935	13	5.58	0.00376
GO:0002682	regulation of immune system process	1648	19	9.83	0.00388
GO:0030154	cell differentiation	6548	53	39.06	0.00412
GO:0006936	muscle contraction	634	10	3.78	0.00462
GO:0048699	generation of neurons	3562	33	21.25	0.00464
GO:0045595	regulation of cell differentiation	3020	29	18.01	0.00512
GO:0022008	neurogenesis	3739	34	22.3	0.00538
GO:0048731	system development	7598	59	45.32	0.00553
GO:0006897	endocytosis	1335	16	7.96	0.00565
GO:0016477	cell migration	2370	24	14.14	0.00603
GO:0048468	cell development	5409	45	32.26	0.00610
GO:0007517	muscle organ development	878	12	5.24	0.00611
GO:0048869	cellular developmental process	6664	53	39.75	0.00619
GO:0030334	regulation of cell migration	1234	15	7.36	0.00650
GO:0007167	enzyme-linked receptor protein signaling...	1732	19	10.33	0.00661
GO:0120036	plasma membrane bounded cell projection ...	2974	28	17.74	0.00790
GO:0010941	regulation of cell death	2839	27	16.93	0.00807
GO:0030030	cell projection organization	2992	28	17.85	0.00857
GO:2000145	regulation of cell motility	1282	15	7.65	0.00910
GO:0043068	positive regulation of programmed cell d...	1163	14	6.94	0.00925
GO:0051223	regulation of protein transport	1168	14	6.97	0.00958
GO:0003012	muscle system process	820	11	4.89	0.00980
GO:0051050	positive regulation of transport	1800	19	10.74	0.00983
GO:0007411	axon guidance	936	12	5.58	0.00992
