GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0050789	regulation of biological process	12274	246	212.31	2.1e-05
GO:0023052	signaling	7380	164	127.66	2.2e-05
GO:0030182	neuron differentiation	3324	87	57.5	2.5e-05
GO:1903312	negative regulation of mRNA metabolic pr...	171	12	2.96	4.4e-05
GO:0050794	regulation of cellular process	11432	231	197.74	5.0e-05
GO:0051960	regulation of nervous system development	2142	61	37.05	5.7e-05
GO:0050803	regulation of synapse structure or activ...	809	30	13.99	7.5e-05
GO:0051128	regulation of cellular component organiz...	4395	106	76.02	8.0e-05
GO:0007154	cell communication	7483	163	129.44	8.2e-05
GO:0048813	dendrite morphogenesis	661	26	11.43	9.0e-05
GO:0048869	cellular developmental process	6664	148	115.27	9.4e-05
GO:0007399	nervous system development	4782	113	82.72	9.8e-05
GO:0031330	negative regulation of cellular cataboli...	479	21	8.29	9.8e-05
GO:0061951	establishment of protein localization to...	133	10	2.3	0.00011
GO:0019882	antigen processing and presentation	248	14	4.29	0.00011
GO:0048699	generation of neurons	3562	89	61.61	0.00011
GO:0140056	organelle localization by membrane tethe...	218	13	3.77	0.00011
GO:0007267	cell-cell signaling	2593	69	44.85	0.00014
GO:2000026	regulation of multicellular organismal d...	3686	91	63.76	0.00014
GO:0048468	cell development	5409	124	93.56	0.00014
GO:0022406	membrane docking	226	13	3.91	0.00016
GO:0009895	negative regulation of catabolic process	537	22	9.29	0.00018
GO:0000904	cell morphogenesis involved in different...	2003	56	34.65	0.00020
GO:0048667	cell morphogenesis involved in neuron di...	1820	52	31.48	0.00020
GO:0072657	protein localization to membrane	1066	35	18.44	0.00021
GO:0030154	cell differentiation	6548	144	113.26	0.00022
GO:0065007	biological regulation	13404	259	231.86	0.00024
GO:0022008	neurogenesis	3739	91	64.68	0.00024
GO:0002478	antigen processing and presentation of e...	179	11	3.1	0.00029
GO:0051668	localization within membrane	1260	39	21.79	0.00030
GO:0000902	cell morphogenesis	2371	63	41.01	0.00031
GO:0016358	dendrite development	880	30	15.22	0.00032
GO:0007268	chemical synaptic transmission	1357	41	23.47	0.00034
GO:0098916	anterograde trans-synaptic signaling	1357	41	23.47	0.00034
GO:0031175	neuron projection development	2432	64	42.07	0.00035
GO:0099537	trans-synaptic signaling	1363	41	23.58	0.00037
GO:0032990	cell part morphogenesis	1960	54	33.9	0.00038
GO:0019884	antigen processing and presentation of e...	185	11	3.2	0.00039
GO:0050793	regulation of developmental process	4525	105	78.27	0.00041
GO:0045664	regulation of neuron differentiation	1554	45	26.88	0.00043
GO:0099536	synaptic signaling	1376	41	23.8	0.00045
GO:0016197	endosomal transport	540	21	9.34	0.00050
GO:0016192	vesicle-mediated transport	3466	84	59.95	0.00053
GO:0050804	modulation of chemical synaptic transmis...	783	27	13.54	0.00054
GO:1990823	response to leukemia inhibitory factor	193	11	3.34	0.00056
GO:1990830	cellular response to leukemia inhibitory...	193	11	3.34	0.00056
GO:0048812	neuron projection morphogenesis	1900	52	32.87	0.00057
GO:0072659	protein localization to plasma membrane	508	20	8.79	0.00058
GO:0051640	organelle localization	1350	40	23.35	0.00059
GO:0099177	regulation of trans-synaptic signaling	788	27	13.63	0.00060
GO:0048002	antigen processing and presentation of p...	195	11	3.37	0.00061
GO:0120039	plasma membrane bounded cell projection ...	1915	52	33.12	0.00068
GO:0030030	cell projection organization	2992	74	51.75	0.00071
GO:0048858	cell projection morphogenesis	1919	52	33.19	0.00072
GO:1990778	protein localization to cell periphery	637	23	11.02	0.00075
GO:0031329	regulation of cellular catabolic process	1515	43	26.21	0.00088
GO:0048666	neuron development	2868	71	49.61	0.00091
GO:0009653	anatomical structure morphogenesis	5373	119	92.94	0.00093
GO:0120036	plasma membrane bounded cell projection ...	2974	73	51.44	0.00096
GO:0043687	post-translational protein modification	453	18	7.84	0.00097
GO:0050806	positive regulation of synaptic transmis...	349	15	6.04	0.00117
GO:0051129	negative regulation of cellular componen...	1404	40	24.29	0.00125
GO:0048814	regulation of dendrite morphogenesis	281	13	4.86	0.00128
GO:0032989	cellular component morphogenesis	2556	64	44.21	0.00130
GO:0007610	behavior	2312	59	39.99	0.00133
GO:0042147	retrograde transport, endosome to Golgi	187	10	3.23	0.00159
GO:0090150	establishment of protein localization to...	517	19	8.94	0.00175
GO:0050767	regulation of neurogenesis	1806	48	31.24	0.00176
GO:0050896	response to stimulus	11254	220	194.67	0.00179
GO:0051130	positive regulation of cellular componen...	2296	58	39.71	0.00186
GO:0007416	synapse assembly	728	24	12.59	0.00199
GO:0051046	regulation of secretion	1211	35	20.95	0.00201
GO:0050807	regulation of synapse organization	731	24	12.64	0.00210
GO:0048731	system development	7598	157	131.43	0.00212
GO:0006892	post-Golgi vesicle-mediated transport	229	11	3.96	0.00222
GO:0042330	taxis	1358	38	23.49	0.00228
GO:0051963	regulation of synapse assembly	490	18	8.48	0.00230
GO:0048519	negative regulation of biological proces...	7163	149	123.9	0.00235
GO:0071345	cellular response to cytokine stimulus	1223	35	21.15	0.00236
GO:0007293	germarium-derived egg chamber formation	231	11	4	0.00237
GO:0046903	secretion	2871	69	49.66	0.00238
GO:0048856	anatomical structure development	9461	189	163.65	0.00243
GO:0043409	negative regulation of MAPK cascade	377	15	6.52	0.00248
GO:0051641	cellular localization	6283	133	108.68	0.00254
