GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0032501	multicellular organismal process	9210	217	172.88	9.0e-08
GO:0140352	export from cell	2200	73	41.3	5.4e-07
GO:0046330	positive regulation of JNK cascade	176	15	3.3	1.2e-06
GO:0032874	positive regulation of stress-activated ...	225	17	4.22	1.2e-06
GO:0070304	positive regulation of stress-activated ...	225	17	4.22	1.2e-06
GO:0032872	regulation of stress-activated MAPK casc...	389	23	7.3	1.3e-06
GO:0070302	regulation of stress-activated protein k...	389	23	7.3	1.3e-06
GO:0050793	regulation of developmental process	3453	100	64.82	1.5e-06
GO:0051094	positive regulation of developmental pro...	1887	64	35.42	1.6e-06
GO:0046328	regulation of JNK cascade	313	20	5.88	2.0e-06
GO:0032940	secretion by cell	2118	69	39.76	2.4e-06
GO:0046903	secretion	2295	73	43.08	2.7e-06
GO:0065007	biological regulation	11339	247	212.84	4.2e-06
GO:0032502	developmental process	8290	194	155.61	4.8e-06
GO:0032147	activation of protein kinase activity	485	25	9.1	5.2e-06
GO:0051403	stress-activated MAPK cascade	463	24	8.69	7.4e-06
GO:0007254	JNK cascade	349	20	6.55	1.0e-05
GO:0051239	regulation of multicellular organismal p...	3930	107	73.77	1.0e-05
GO:0042327	positive regulation of phosphorylation	1194	44	22.41	1.2e-05
GO:0007166	cell surface receptor signaling pathway	2838	83	53.27	1.2e-05
GO:0016358	dendrite development	645	29	12.11	1.3e-05
GO:0043113	receptor clustering	97	10	1.82	1.4e-05
GO:2000026	regulation of multicellular organismal d...	2770	81	52	1.7e-05
GO:0010562	positive regulation of phosphorus metabo...	1289	46	24.2	1.7e-05
GO:0045937	positive regulation of phosphate metabol...	1289	46	24.2	1.7e-05
GO:0043507	positive regulation of JUN kinase activi...	100	10	1.88	1.8e-05
GO:0030154	cell differentiation	5302	134	99.52	2.0e-05
GO:0048869	cellular developmental process	5405	136	101.46	2.1e-05
GO:0007275	multicellular organism development	7278	172	136.61	2.5e-05
GO:0051247	positive regulation of protein metabolic...	2227	68	41.8	2.6e-05
GO:0048856	anatomical structure development	7765	181	145.76	2.7e-05
GO:0043122	regulation of I-kappaB kinase/NF-kappaB ...	175	13	3.28	2.7e-05
GO:0009966	regulation of signal transduction	3312	92	62.17	2.8e-05
GO:0051674	localization of cell	1355	47	25.43	2.9e-05
GO:0031098	stress-activated protein kinase signalin...	503	24	9.44	2.9e-05
GO:0048731	system development	6060	148	113.75	3.3e-05
GO:0006810	transport	6421	155	120.53	3.4e-05
GO:0010646	regulation of cell communication	3749	101	70.37	3.4e-05
GO:0065009	regulation of molecular function	3447	94	64.7	4.6e-05
GO:0051179	localization	7825	181	146.88	4.7e-05
GO:0051668	localization within membrane	1261	44	23.67	4.7e-05
GO:0023051	regulation of signaling	3779	101	70.94	4.8e-05
GO:0043506	regulation of JUN kinase activity	135	11	2.53	4.8e-05
GO:0050896	response to stimulus	9204	206	172.77	5.1e-05
GO:0016477	cell migration	1634	53	30.67	5.2e-05
GO:0001934	positive regulation of protein phosphory...	1109	40	20.82	5.2e-05
GO:0007169	transmembrane receptor protein tyrosine ...	956	36	17.94	5.3e-05
GO:0042221	response to chemical	5552	137	104.22	5.4e-05
GO:0030182	neuron differentiation	2549	74	47.85	5.7e-05
GO:0051046	regulation of secretion	924	35	17.34	6.1e-05
GO:0048870	cell motility	1817	57	34.11	6.5e-05
GO:0050789	regulation of biological process	10432	227	195.82	6.8e-05
GO:0071902	positive regulation of protein serine/th...	466	22	8.75	7.3e-05
GO:0035556	intracellular signal transduction	3023	84	56.74	7.3e-05
GO:0048699	generation of neurons	2751	78	51.64	7.5e-05
GO:0030335	positive regulation of cell migration	468	22	8.78	7.8e-05
GO:0072657	protein localization to membrane	1092	39	20.5	8.0e-05
GO:0022008	neurogenesis	2897	81	54.38	8.4e-05
GO:0002218	activation of innate immune response	312	17	5.86	8.9e-05
GO:0051240	positive regulation of multicellular org...	2318	68	43.51	9.1e-05
GO:0007399	nervous system development	3696	98	69.38	9.1e-05
GO:0009888	tissue development	3045	84	57.16	9.5e-05
GO:0007167	enzyme-linked receptor protein signaling...	1305	44	24.5	0.00010
GO:2000147	positive regulation of cell motility	478	22	8.97	0.00011
GO:0016049	cell growth	876	33	16.44	0.00011
GO:0042058	regulation of epidermal growth factor re...	174	12	3.27	0.00011
GO:0048666	neuron development	2203	65	41.35	0.00011
GO:0033674	positive regulation of kinase activity	731	29	13.72	0.00012
GO:0048568	embryonic organ development	695	28	13.05	0.00012
GO:0051234	establishment of localization	6565	155	123.23	0.00013
GO:0031401	positive regulation of protein modificat...	1441	47	27.05	0.00013
GO:1901184	regulation of ERBB signaling pathway	179	12	3.36	0.00015
GO:0051960	regulation of nervous system development	1622	51	30.45	0.00016
GO:0002758	innate immune response-activating signal...	297	16	5.57	0.00016
GO:0007165	signal transduction	5219	128	97.97	0.00016
GO:0023052	signaling	5778	139	108.46	0.00017
GO:0035295	tube development	1927	58	36.17	0.00017
GO:0032103	positive regulation of response to exter...	603	25	11.32	0.00019
GO:0007249	I-kappaB kinase/NF-kappaB signaling	212	13	3.98	0.00019
GO:0009887	animal organ morphogenesis	2025	60	38.01	0.00020
GO:0043410	positive regulation of MAPK cascade	570	24	10.7	0.00020
GO:1903530	regulation of secretion by cell	866	32	16.26	0.00020
GO:0048513	animal organ development	4698	117	88.19	0.00021
GO:0120036	plasma membrane bounded cell projection ...	2476	70	46.48	0.00022
GO:0045860	positive regulation of protein kinase ac...	682	27	12.8	0.00022
GO:0009791	post-embryonic development	1645	51	30.88	0.00023
GO:0009653	anatomical structure morphogenesis	4323	109	81.15	0.00025
GO:2000145	regulation of cell motility	839	31	15.75	0.00025
GO:0030030	cell projection organization	2496	70	46.85	0.00027
GO:0043549	regulation of kinase activity	1079	37	20.25	0.00028
