GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0090304	nucleic acid metabolic process	5193	462	353.56	7.4e-13
GO:0006396	RNA processing	1688	186	114.92	8.1e-12
GO:0030488	tRNA methylation	44	18	3	1.6e-10
GO:0006139	nucleobase-containing compound metabolic...	6481	541	441.25	1.8e-10
GO:0034641	cellular nitrogen compound metabolic pro...	7831	628	533.16	1.8e-09
GO:0006725	cellular aromatic compound metabolic pro...	6808	557	463.51	2.5e-09
GO:0046483	heterocycle metabolic process	6839	559	465.62	2.6e-09
GO:0006310	DNA recombination	203	39	13.82	3.0e-09
GO:0051276	chromosome organization	1573	165	107.09	6.2e-09
GO:0016070	RNA metabolic process	4694	404	319.58	7.6e-09
GO:0006400	tRNA modification	108	26	7.35	1.1e-08
GO:0001510	RNA methylation	94	24	6.4	1.1e-08
GO:0010467	gene expression	6268	515	426.75	1.2e-08
GO:0140053	mitochondrial gene expression	194	36	13.21	3.1e-08
GO:0034470	ncRNA processing	719	88	48.95	4.6e-08
GO:0034660	ncRNA metabolic process	1013	114	68.97	4.9e-08
GO:0006261	DNA-templated DNA replication	220	38	14.98	9.3e-08
GO:0032543	mitochondrial translation	165	31	11.23	2.1e-07
GO:0043170	macromolecule metabolic process	9909	753	674.64	2.1e-07
GO:1901360	organic cyclic compound metabolic proces...	7191	570	489.59	2.7e-07
GO:0043414	macromolecule methylation	396	55	26.96	3.3e-07
GO:0016447	somatic recombination of immunoglobulin ...	31	12	2.11	3.9e-07
GO:0009451	RNA modification	217	36	14.77	5.6e-07
GO:0034645	cellular macromolecule biosynthetic proc...	5237	430	356.55	7.8e-07
GO:0008033	tRNA processing	141	27	9.6	8.4e-07
GO:0022613	ribonucleoprotein complex biogenesis	1041	111	70.87	1.1e-06
GO:0016445	somatic diversification of immunoglobuli...	34	12	2.31	1.3e-06
GO:0002562	somatic diversification of immune recept...	35	12	2.38	1.8e-06
GO:0007052	mitotic spindle organization	257	39	17.5	1.9e-06
GO:0006270	DNA replication initiation	37	12	2.52	3.5e-06
GO:0098813	nuclear chromosome segregation	535	65	36.42	3.6e-06
GO:0006397	mRNA processing	961	102	65.43	3.9e-06
GO:0002204	somatic recombination of immunoglobulin ...	26	10	1.77	4.0e-06
GO:0002208	somatic diversification of immunoglobuli...	26	10	1.77	4.0e-06
GO:0045190	isotype switching	26	10	1.77	4.0e-06
GO:0016444	somatic cell DNA recombination	38	12	2.59	4.8e-06
GO:0070125	mitochondrial translational elongation	90	19	6.13	8.0e-06
GO:0002381	immunoglobulin production involved in im...	28	10	1.91	8.7e-06
GO:0002200	somatic diversification of immune recept...	40	12	2.72	8.8e-06
GO:0045132	meiotic chromosome segregation	160	27	10.89	1.0e-05
GO:0000375	RNA splicing, via transesterification re...	829	89	56.44	1.1e-05
GO:0016071	mRNA metabolic process	1567	149	106.69	1.2e-05
GO:0032259	methylation	478	58	32.54	1.2e-05
GO:0009059	macromolecule biosynthetic process	5413	433	368.53	1.4e-05
GO:1902850	microtubule cytoskeleton organization in...	363	47	24.71	1.6e-05
GO:0006399	tRNA metabolic process	250	36	17.02	1.6e-05
GO:0006260	DNA replication	365	47	24.85	1.8e-05
GO:0007059	chromosome segregation	666	74	45.34	1.9e-05
GO:0016570	histone modification	621	70	42.28	2.0e-05
GO:0044260	cellular macromolecule metabolic process	8107	618	551.95	2.1e-05
GO:0000377	RNA splicing, via transesterification re...	824	87	56.1	2.5e-05
GO:0000398	mRNA splicing, via spliceosome	824	87	56.1	2.5e-05
GO:0031123	RNA 3'-end processing	328	43	22.33	2.6e-05
GO:0006259	DNA metabolic process	1192	117	81.16	3.0e-05
GO:0010564	regulation of cell cycle process	1232	120	83.88	3.3e-05
GO:0008608	attachment of spindle microtubules to ki...	67	15	4.56	3.4e-05
GO:0090503	RNA phosphodiester bond hydrolysis, exon...	68	15	4.63	4.1e-05
GO:0000280	nuclear division	824	86	56.1	4.3e-05
GO:0140013	meiotic nuclear division	358	45	24.37	4.9e-05
GO:0090306	meiotic spindle assembly	47	12	3.2	5.3e-05
GO:0008380	RNA splicing	916	93	62.36	6.0e-05
GO:0043628	regulatory ncRNA 3'-end processing	87	17	5.92	6.7e-05
GO:0006325	chromatin organization	1116	109	75.98	6.9e-05
GO:0044770	cell cycle phase transition	969	97	65.97	7.1e-05
GO:0007127	meiosis I	133	22	9.06	8.9e-05
GO:0090501	RNA phosphodiester bond hydrolysis	220	31	14.98	9.0e-05
GO:0044271	cellular nitrogen compound biosynthetic ...	5668	444	385.9	9.3e-05
GO:0006302	double-strand break repair	211	30	14.37	9.9e-05
GO:0044772	mitotic cell cycle phase transition	812	83	55.28	0.00012
GO:0070126	mitochondrial translational termination	91	17	6.2	0.00012
GO:0000724	double-strand break repair via homologou...	92	17	6.26	0.00014
GO:0000725	recombinational repair	92	17	6.26	0.00014
GO:0006364	rRNA processing	455	52	30.98	0.00016
GO:0002312	B cell activation involved in immune res...	38	10	2.59	0.00017
GO:0044249	cellular biosynthetic process	7219	549	491.49	0.00018
GO:0090307	mitotic spindle assembly	140	22	9.53	0.00019
GO:0048285	organelle fission	910	90	61.96	0.00020
GO:0022402	cell cycle process	2213	191	150.67	0.00022
GO:0016072	rRNA metabolic process	508	56	34.59	0.00024
GO:1903047	mitotic cell cycle process	1471	134	100.15	0.00025
GO:0000291	nuclear-transcribed mRNA catabolic proce...	47	11	3.2	0.00025
GO:0006281	DNA repair	571	61	38.88	0.00030
GO:2000177	regulation of neural precursor cell prol...	164	24	11.17	0.00031
GO:0006376	mRNA splice site selection	98	17	6.67	0.00031
GO:1901576	organic substance biosynthetic process	7365	556	501.43	0.00035
GO:0006284	base-excision repair	57	12	3.88	0.00038
GO:0009058	biosynthetic process	7415	559	504.84	0.00039
GO:0043928	exonucleolytic catabolism of deadenylate...	42	10	2.86	0.00041
GO:0010948	negative regulation of cell cycle proces...	578	61	39.35	0.00041
GO:0016073	snRNA metabolic process	138	21	9.4	0.00042
GO:0071103	DNA conformation change	304	37	20.7	0.00042
GO:0009794	regulation of mitotic cell cycle, embryo...	50	11	3.4	0.00044
