go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:0019752	1	GO:0019752	0.986	30	9	carboxylic acid metabolic process	carboxylic acid metabolic process
GO:0043436	1	GO:0019752	0.984	30	0	oxoacid metabolic process	carboxylic acid metabolic process
GO:0006082	1	GO:0019752	0.982	30	7	organic acid metabolic process	carboxylic acid metabolic process
GO:0044281	1	GO:0019752	0.871	30	1	small molecule metabolic process	carboxylic acid metabolic process
GO:0032787	1	GO:0019752	0.93	30	3	monocarboxylic acid metabolic process	carboxylic acid metabolic process
GO:0006629	2	GO:0006629	0.975	28.9586073148418	170	lipid metabolic process	lipid metabolic process
GO:0044255	2	GO:0006629	0.929	27.1079053973095	15	cellular lipid metabolic process	lipid metabolic process
GO:0016042	3	GO:0016042	0.996	25.4559319556497	70	lipid catabolic process	lipid catabolic process
GO:0006631	1	GO:0019752	0.886	24.9208187539524	85	fatty acid metabolic process	carboxylic acid metabolic process
GO:0046395	1	GO:0019752	0.836	19.4559319556497	2	carboxylic acid catabolic process	carboxylic acid metabolic process
GO:0016054	1	GO:0019752	0.831	19.4559319556497	0	organic acid catabolic process	carboxylic acid metabolic process
GO:1901615	4	GO:1901615	0.994	19.4089353929735	0	organic hydroxy compound metabolic process	organic hydroxy compound metabolic process
GO:0008202	2	GO:0006629	0.788	19.2924298239021	52	steroid metabolic process	lipid metabolic process
GO:0001676	1	GO:0019752	0.772	19.0969100130081	37	long-chain fatty acid metabolic process	carboxylic acid metabolic process
GO:0044242	3	GO:0016042	0.97	18.9586073148418	3	cellular lipid catabolic process	lipid catabolic process
GO:0044282	1	GO:0019752	0.695	18.9586073148418	0	small molecule catabolic process	carboxylic acid metabolic process
GO:0120254	5	GO:0120254	0.998	18.1938200260161	0	olefinic compound metabolic process	olefinic compound metabolic process
GO:0072329	1	GO:0019752	0.778	17.3565473235138	0	monocarboxylic acid catabolic process	carboxylic acid metabolic process
GO:0009062	1	GO:0019752	0.768	17.1426675035687	11	fatty acid catabolic process	carboxylic acid metabolic process
GO:1902652	4	GO:1901615	0.868	15.2365720064371	0	secondary alcohol metabolic process	organic hydroxy compound metabolic process
GO:0006066	4	GO:1901615	0.948	14.7212463990472	7	alcohol metabolic process	organic hydroxy compound metabolic process
GO:0044283	1	GO:0019752	0.727	14.6382721639824	0	small molecule biosynthetic process	carboxylic acid metabolic process
GO:0033559	1	GO:0019752	0.774	14.0555173278498	1	unsaturated fatty acid metabolic process	carboxylic acid metabolic process
GO:0006720	2	GO:0006629	0.712	13.2146701649892	3	isoprenoid metabolic process	lipid metabolic process
GO:0016053	1	GO:0019752	0.846	13.1804560644581	0	organic acid biosynthetic process	carboxylic acid metabolic process
GO:0046394	1	GO:0019752	0.85	13.1804560644581	0	carboxylic acid biosynthetic process	carboxylic acid metabolic process
GO:0042445	6	GO:0042445	0.997	12.8860566476932	15	hormone metabolic process	hormone metabolic process
GO:0006721	2	GO:0006629	0.699	12.5528419686578	0	terpenoid metabolic process	lipid metabolic process
GO:0008610	2	GO:0006629	0.864	11.9208187539524	17	lipid biosynthetic process	lipid metabolic process
GO:0072330	1	GO:0019752	0.816	11.8239087409443	0	monocarboxylic acid biosynthetic process	carboxylic acid metabolic process
GO:0072663	7	GO:0072663	1	11.4436974992327	1	establishment of protein localization to peroxisome	establishment of protein localization to peroxisome
GO:0072662	7	GO:0072663	0.999	11.4436974992327	0	protein localization to peroxisome	establishment of protein localization to peroxisome
GO:0006625	7	GO:0072663	0.999	11.4436974992327	11	protein targeting to peroxisome	establishment of protein localization to peroxisome
GO:0043574	8	GO:0043574	1	11.2518119729938	0	peroxisomal transport	peroxisomal transport
GO:0042180	1	GO:0019752	0.652	11.2291479883579	3	cellular ketone metabolic process	carboxylic acid metabolic process
GO:1901568	2	GO:0006629	0.658	11.1804560644581	0	fatty acid derivative metabolic process	lipid metabolic process
GO:0006694	2	GO:0006629	0.729	11.1079053973095	29	steroid biosynthetic process	lipid metabolic process
GO:0006690	1	GO:0019752	0.781	10.7958800173441	11	icosanoid metabolic process	carboxylic acid metabolic process
GO:0030258	2	GO:0006629	0.727	10.7695510786217	7	lipid modification	lipid metabolic process
GO:0006635	2	GO:0006629	0.672	10.698970004336	79	fatty acid beta-oxidation	lipid metabolic process
GO:0055086	1	GO:0019752	0.754	10.5850266520292	4	nucleobase-containing small molecule metabolic process	carboxylic acid metabolic process
