go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:0006261	1	GO:0006261	0.998	11.5228787452803	32	DNA-templated DNA replication	DNA-templated DNA replication
GO:0006260	1	GO:0006261	0.955	9.92081875395237	101	DNA replication	DNA-templated DNA replication
GO:0006259	1	GO:0006261	0.756	8.1249387366083	24	DNA metabolic process	DNA-templated DNA replication
GO:1903047	2	GO:1903047	0.991	6.36653154442041	0	mitotic cell cycle process	mitotic cell cycle process
GO:0044260	1	GO:0006261	0.608	6.34678748622466	0	cellular macromolecule metabolic process	DNA-templated DNA replication
GO:0006281	3	GO:0006281	0.991	6.24412514432751	251	DNA repair	DNA repair
GO:0044786	1	GO:0006261	0.866	6.14266750356873	0	cell cycle DNA replication	DNA-templated DNA replication
GO:0022402	2	GO:1903047	0.904	6	0	cell cycle process	mitotic cell cycle process
GO:0000280	4	GO:0000280	0.994	6	0	nuclear division	nuclear division
GO:0044772	2	GO:1903047	0.923	5.88605664769316	21	mitotic cell cycle phase transition	mitotic cell cycle process
GO:0044770	2	GO:1903047	0.799	5.63827216398241	6	cell cycle phase transition	mitotic cell cycle process
GO:0048285	4	GO:0000280	0.984	5.49485002168009	0	organelle fission	nuclear division
GO:0006270	1	GO:0006261	0.871	5.44369749923271	29	DNA replication initiation	DNA-templated DNA replication
GO:0060282	5	GO:0060282	1	5.22914798835786	2	positive regulation of oocyte development	positive regulation of oocyte development
GO:0006974	3	GO:0006281	0.939	5.04095860767891	305	cellular response to DNA damage stimulus	DNA repair
GO:0000278	2	GO:1903047	0.969	4.95860731484177	149	mitotic cell cycle	mitotic cell cycle process
GO:0031145	1	GO:0006261	0.382	4.82390874094432	32	anaphase-promoting complex-dependent catabolic process	DNA-templated DNA replication
GO:0140014	4	GO:0000280	0.946	4.79588001734407	6	mitotic nuclear division	nuclear division
GO:0010389	2	GO:1903047	0.792	4.76955107862173	13	regulation of G2/M transition of mitotic cell cycle	mitotic cell cycle process
GO:0034645	1	GO:0006261	0.54	4.55284196865778	5	cellular macromolecule biosynthetic process	DNA-templated DNA replication
GO:0097150	6	GO:0097150	1	4.55284196865778	24	neuronal stem cell population maintenance	neuronal stem cell population maintenance
GO:0051783	4	GO:0000280	0.866	4.55284196865778	0	regulation of nuclear division	nuclear division
GO:0051276	4	GO:0000280	0.559	4.53760200210104	24	chromosome organization	nuclear division
GO:0006310	1	GO:0006261	0.65	4.52287874528034	54	DNA recombination	DNA-templated DNA replication
GO:0006302	3	GO:0006281	0.906	4.50863830616573	98	double-strand break repair	DNA repair
GO:0006284	3	GO:0006281	0.763	4.38721614328026	38	base-excision repair	DNA repair
GO:1903312	7	GO:1903312	0.999	4.36653154442041	0	negative regulation of mRNA metabolic process	negative regulation of mRNA metabolic process
GO:0007049	2	GO:1903047	0.854	4.30980391997149	283	cell cycle	mitotic cell cycle process
GO:0009948	8	GO:0009948	1	4.27572413039921	19	anterior/posterior axis specification	anterior/posterior axis specification
GO:0007088	4	GO:0000280	0.85	4.20760831050175	25	regulation of mitotic nuclear division	nuclear division
GO:1902749	2	GO:1903047	0.676	4.09691001300806	6	regulation of cell cycle G2/M phase transition	mitotic cell cycle process
GO:0033260	1	GO:0006261	0.86	4.04575749056067	3	nuclear DNA replication	DNA-templated DNA replication
GO:0010564	2	GO:1903047	0.826	3.95860731484178	15	regulation of cell cycle process	mitotic cell cycle process
GO:0097711	9	GO:0097711	1	3.95860731484178	1	ciliary basal body-plasma membrane docking	ciliary basal body-plasma membrane docking
GO:0000086	2	GO:1903047	0.817	3.92081875395238	54	G2/M transition of mitotic cell cycle	mitotic cell cycle process
GO:0140013	2	GO:1903047	0.73	3.88605664769316	4	meiotic nuclear division	mitotic cell cycle process
GO:0000819	2	GO:1903047	0.747	3.88605664769316	3	sister chromatid segregation	mitotic cell cycle process
GO:0048284	4	GO:0000280	0.477	3.82390874094432	4	organelle fusion	nuclear division
GO:0000724	1	GO:0006261	0.606	3.82390874094432	147	double-strand break repair via homologous recombination	DNA-templated DNA replication
GO:0000725	1	GO:0006261	0.608	3.82390874094432	5	recombinational repair	DNA-templated DNA replication
GO:1903046	2	GO:1903047	0.742	3.82390874094432	0	meiotic cell cycle process	mitotic cell cycle process
GO:0000723	4	GO:0000280	0.501	3.76955107862173	68	telomere maintenance	nuclear division
GO:0051321	2	GO:1903047	0.686	3.76955107862173	68	meiotic cell cycle	mitotic cell cycle process
GO:0032508	4	GO:0000280	0.443	3.76955107862173	63	DNA duplex unwinding	nuclear division
GO:0098813	2	GO:1903047	0.775	3.76955107862173	2	nuclear chromosome segregation	mitotic cell cycle process
