GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0070126	mitochondrial translational termination	91	15	3.06	3.3e-07
GO:0032543	mitochondrial translation	165	19	5.54	2.9e-06
GO:0140053	mitochondrial gene expression	194	20	6.51	8.7e-06
GO:0070125	mitochondrial translational elongation	90	13	3.02	9.2e-06
GO:0006415	translational termination	119	15	4	1.1e-05
GO:0006119	oxidative phosphorylation	263	22	8.83	8.2e-05
GO:0042073	intraciliary transport	89	11	2.99	0.00019
GO:0033108	mitochondrial respiratory chain complex ...	111	12	3.73	0.00035
GO:0010257	NADH dehydrogenase complex assembly	90	10	3.02	0.00086
GO:0032981	mitochondrial respiratory chain complex ...	90	10	3.02	0.00086
GO:0018205	peptidyl-lysine modification	461	29	15.48	0.00093
GO:0042773	ATP synthesis coupled electron transport	148	13	4.97	0.00146
GO:0042775	mitochondrial ATP synthesis coupled elec...	148	13	4.97	0.00146
GO:0009060	aerobic respiration	379	24	12.73	0.00229
GO:0019395	fatty acid oxidation	239	17	8.02	0.00300
GO:0034440	lipid oxidation	246	17	8.26	0.00403
GO:0006635	fatty acid beta-oxidation	167	13	5.61	0.00422
GO:0045333	cellular respiration	455	26	15.28	0.00603
GO:0032259	methylation	478	27	16.05	0.00603
GO:0022900	electron transport chain	328	20	11.01	0.00767
GO:0022904	respiratory electron transport chain	180	13	6.04	0.00783
